ID,images,time origin,amplitude,time delays,magnifications,redshift,noise level
8444,1,55000.0,0.0877,[0],[1.68],1.1788,0.0434
8445,1,55000.0,0.0381,[0],[1.13],1.105,0.1425
8446,1,55000.0,0.0076,[0],[1.51],1.2969,0.1355
8447,1,55000.0,0.036,[0],[1.23],1.1763,0.1437
8448,2,55000.0,0.0249,[ 0.   10.26],[1.59 1.82],1.1234,0.0434
8449,2,55000.0,0.0656,[0.   9.08],[1.5  1.94],1.7458,0.1203
8450,3,55000.0,0.0176,[ 0.   14.43 22.43],[1.51 1.33 1.15],1.7588,0.1238
8451,1,55000.0,0.0545,[0],[1.07],1.0937,0.0065
8452,2,55000.0,0.0524,[ 0.   11.16],[1.85 1.55],1.754,0.1501
8453,2,55000.0,0.0425,[ 0.   10.85],[1.36 1.93],1.3247,0.0997
8454,3,55000.0,0.0032,[ 0.    6.5  17.22],[1.89 1.95 1.14],1.4428,0.1401
8455,1,55000.0,0.0443,[0],[1.71],1.5029,0.0464
8456,1,55000.0,0.0455,[0],[1.18],1.0319,0.1465
8457,1,55000.0,0.0881,[0],[1.71],1.7217,0.0942
8458,3,55000.0,0.0834,[ 0.   14.03 20.85],[1.65 1.96 1.65],1.8544,0.1074
8459,1,55000.0,0.0354,[0],[1.47],1.9331,0.0368
8460,4,55000.0,0.054,[ 0.    9.29 24.2  37.02],[1.6  1.16 1.3  1.03],1.604,0.0336
8461,2,55000.0,0.0493,[0.   6.72],[1.82 1.17],1.8934,0.0691
8462,3,55000.0,0.0472,[ 0.    6.91 13.32],[1.98 1.65 1.73],1.8443,0.0665
8463,3,55000.0,0.0825,[ 0.   13.22 26.73],[1.71 1.58 1.85],1.533,0.0406
8464,3,55000.0,0.0613,[ 0.   13.53 22.44],[1.6  1.25 1.13],1.669,0.0534
8465,4,55000.0,0.069,[ 0.    5.32 11.91 20.68],[1.73 1.53 1.05 1.44],1.1854,0.026
8466,1,55000.0,0.084,[0],[1.91],1.3876,0.0632
8467,4,55000.0,0.0212,[ 0.   12.75 25.93 32.55],[1.62 1.4  1.32 1.93],1.5948,0.1974
8468,1,55000.0,0.0722,[0],[1.9],1.7164,0.1403
8469,3,55000.0,0.0862,[ 0.   14.12 22.65],[1.58 1.61 1.31],1.9754,0.0836
8470,1,55000.0,0.0139,[0],[1.29],1.3217,0.1896
8471,1,55000.0,0.0304,[0],[1.41],1.9232,0.129
8472,1,55000.0,0.0092,[0],[1.32],1.332,0.076
8473,2,55000.0,0.0024,[0.   9.96],[1.56 1.97],1.0933,0.0822
8474,1,55000.0,0.0457,[0],[1.79],1.2334,0.169
8475,2,55000.0,0.038,[ 0.  12.8],[1.16 1.61],1.1556,0.0418
8476,3,55000.0,0.049,[ 0.   10.38 19.21],[1.69 1.32 1.15],1.4143,0.0483
8477,4,55000.0,0.0983,[ 0.   11.03 24.8  39.35],[1.04 1.29 1.56 1.31],1.6364,0.1659
8478,1,55000.0,0.0185,[0],[1.28],1.6586,0.1981
8479,2,55000.0,0.0753,[0.   8.62],[1.15 1.03],1.3185,0.0378
8480,2,55000.0,0.0899,[ 0.   11.44],[1.82 1.47],1.1147,0.0112
8481,1,55000.0,0.0244,[0],[1.16],1.3649,0.1751
8482,1,55000.0,0.0625,[0],[1.49],1.2484,0.1817
8483,1,55000.0,0.0887,[0],[1.61],1.2585,0.0002
8484,1,55000.0,0.0539,[0],[1.76],1.4945,0.1783
8485,4,55000.0,0.0552,[ 0.   14.44 24.95 34.23],[1.28 1.74 1.88 1.21],1.712,0.1528
8486,3,55000.0,0.0367,[ 0.   14.17 22.22],[1.17 1.07 1.91],1.8358,0.0158
8487,4,55000.0,0.0253,[ 0.   14.69 25.9  34.09],[1.17 1.94 1.89 1.66],1.102,0.056
8488,2,55000.0,0.0708,[0.   6.22],[1.96 1.09],1.2023,0.0953
8489,1,55000.0,0.0601,[0],[1.48],1.6473,0.1389
8490,2,55000.0,0.0207,[0.   7.22],[1.91 1.56],1.8115,0.174
8491,4,55000.0,0.0983,[ 0.    7.49 21.76 31.73],[1.62 1.06 1.34 1.96],1.9887,0.1275
8492,1,55000.0,0.076,[0],[1.66],1.3877,0.1936
8493,2,55000.0,0.0168,[ 0.   11.92],[1.71 1.25],1.4782,0.1961
8494,2,55000.0,0.0748,[ 0.   13.44],[1.21 1.24],1.6417,0.1108
8495,2,55000.0,0.0634,[0.   5.95],[1.73 1.75],1.7993,0.0409
8496,1,55000.0,0.0956,[0],[1.67],1.7879,0.1189
8497,3,55000.0,0.025,[ 0.   12.89 26.97],[1.95 1.9  1.64],1.8432,0.0237
8498,3,55000.0,0.091,[ 0.    5.29 18.13],[1.68 1.1  1.56],1.0846,0.1816
8499,1,55000.0,0.035,[0],[1.24],1.5471,0.0515
8500,1,55000.0,0.0018,[0],[1.22],1.6534,0.0052
8501,3,55000.0,0.0387,[ 0.    8.62 15.45],[1.21 1.66 1.05],1.8709,0.0412
8502,1,55000.0,0.0801,[0],[1.77],1.1566,0.031
8503,1,55000.0,0.0278,[0],[1.36],1.5736,0.0732
8504,3,55000.0,0.0118,[ 0.   13.63 20.67],[1.89 1.52 1.23],1.8012,0.0501
8505,1,55000.0,0.0354,[0],[1.09],1.0234,0.1948
8506,1,55000.0,0.0518,[0],[1.17],1.6495,0.1294
8507,2,55000.0,0.0361,[0.   5.01],[1.67 1.64],1.6205,0.068
8508,2,55000.0,0.0647,[ 0.   12.11],[1.82 1.38],1.5417,0.0625
8509,4,55000.0,0.037,[ 0.    8.6  16.88 23.24],[1.08 1.34 1.12 1.86],1.4064,0.1115
8510,1,55000.0,0.0041,[0],[1.9],1.8611,0.1734
8511,1,55000.0,0.0658,[0],[1.2],1.0933,0.0739
8512,1,55000.0,0.0535,[0],[1.87],1.4298,0.0688
8513,3,55000.0,0.034,[ 0.   13.78 26.3 ],[1.65 1.56 1.53],1.3982,0.0782
8514,1,55000.0,0.0791,[0],[1.91],1.7457,0.1554
8515,2,55000.0,0.0837,[ 0.   14.63],[1.5  1.93],1.512,0.0678
8516,3,55000.0,0.0977,[ 0.    9.4  24.35],[1.67 1.54 1.32],1.4765,0.1738
8517,4,55000.0,0.0524,[ 0.    5.85 19.7  34.06],[1.01 1.46 1.15 1.86],1.998,0.1478
8518,1,55000.0,0.0767,[0],[1.26],1.709,0.091
8519,1,55000.0,0.0438,[0],[1.31],1.3919,0.1992
8520,2,55000.0,0.0501,[ 0.   13.35],[1.24 1.96],1.1265,0.1833
8521,4,55000.0,0.0122,[ 0.    9.37 23.58 38.19],[1.56 1.24 1.26 1.12],1.4882,0.0626
8522,3,55000.0,0.0362,[ 0.    6.34 20.82],[1.13 1.23 1.93],1.4768,0.0605
8523,3,55000.0,0.0518,[ 0.   11.48 17.18],[1.25 1.31 1.09],1.1719,0.0729
8524,2,55000.0,0.0814,[0.   9.52],[1.76 1.87],1.2339,0.0976
8525,1,55000.0,0.0626,[0],[1.75],1.6587,0.0199
8526,3,55000.0,0.0685,[ 0.   12.55 25.2 ],[1.09 1.07 1.75],1.725,0.0774
8527,1,55000.0,0.0256,[0],[1.64],1.0415,0.1439
8528,2,55000.0,0.0331,[ 0.   14.27],[1.41 1.27],1.5598,0.0702
8529,4,55000.0,0.0166,[ 0.    9.26 19.42 30.55],[1.69 1.09 1.97 1.83],1.9392,0.0467
8530,1,55000.0,0.0454,[0],[1.79],1.0483,0.1662
8531,1,55000.0,0.0205,[0],[1.17],1.2492,0.0262
8532,1,55000.0,0.038,[0],[1.08],1.6226,0.0409
8533,2,55000.0,0.0079,[ 0.   14.75],[1.01 1.5 ],1.2624,0.0435
8534,1,55000.0,0.0128,[0],[1.2],1.067,0.1597
8535,2,55000.0,0.0981,[0.  8.8],[1.69 1.32],1.6106,0.1901
8536,3,55000.0,0.0486,[ 0.   11.53 22.43],[1.11 1.24 1.07],1.9335,0.0202
8537,2,55000.0,0.026,[ 0.   14.52],[1.46 1.14],1.8455,0.1567
8538,2,55000.0,0.0217,[0.   6.93],[1.02 1.67],1.4695,0.0423
8539,1,55000.0,0.0706,[0],[1.66],1.1968,0.125
8540,1,55000.0,0.0434,[0],[1.25],1.2149,0.0196
8541,3,55000.0,0.0101,[ 0.    8.16 21.77],[1.15 1.08 1.84],1.1088,0.0528
8542,1,55000.0,0.0987,[0],[1.78],1.0788,0.0132
8543,3,55000.0,0.0518,[ 0.    5.31 14.59],[1.96 1.1  1.18],1.5573,0.069
8544,2,55000.0,0.0663,[0.   8.92],[1.13 1.18],1.0675,0.032
8545,1,55000.0,0.0759,[0],[1.62],1.2773,0.0586
8546,1,55000.0,0.0526,[0],[1.57],1.428,0.0986
8547,2,55000.0,0.0837,[0.   7.15],[1.53 1.14],1.9006,0.1193
8548,1,55000.0,0.0336,[0],[1.31],1.748,0.1084
8549,2,55000.0,0.0949,[0.   8.09],[1.87 1.47],1.771,0.1355
8550,4,55000.0,0.0596,[ 0.   10.77 18.82 32.4 ],[1.35 1.35 1.13 1.12],1.851,0.0759
8551,1,55000.0,0.0465,[0],[1.54],1.6769,0.1166
8552,3,55000.0,0.0215,[ 0.    9.44 20.34],[1.39 1.48 1.29],1.2743,0.0132
8553,4,55000.0,0.0544,[ 0.    8.58 18.12 27.19],[1.14 1.69 1.35 1.35],1.7159,0.1621
8554,2,55000.0,0.0897,[0.   7.85],[1.7  1.14],1.6043,0.0425
8555,3,55000.0,0.0241,[ 0.    7.89 14.09],[1.08 1.71 1.52],1.5018,0.1237
8556,4,55000.0,0.07,[ 0.   13.68 21.41 32.66],[1.69 1.92 1.28 1.13],1.8424,0.1631
8557,4,55000.0,0.0583,[ 0.   11.64 18.44 25.96],[1.83 1.43 1.53 1.47],1.312,0.0849
8558,1,55000.0,0.0063,[0],[1.25],1.4567,0.0308
8559,3,55000.0,0.0972,[ 0.   10.23 15.84],[1.69 1.49 1.69],1.9576,0.0142
8560,2,55000.0,0.0534,[0.   9.15],[1.21 1.23],1.3475,0.1165
8561,1,55000.0,0.051,[0],[1.94],1.8757,0.0925
8562,3,55000.0,0.0795,[ 0.   12.7  20.43],[1.48 1.33 1.46],1.9169,0.188
8563,4,55000.0,0.0026,[ 0.   14.49 27.01 35.67],[1.68 1.07 1.93 1.67],1.7844,0.0604
8564,1,55000.0,0.0835,[0],[1.86],1.7646,0.0935
8565,1,55000.0,0.013,[0],[1.18],1.5637,0.0302
8566,1,55000.0,0.0446,[0],[1.74],1.8801,0.1958
8567,1,55000.0,0.0937,[0],[1.12],1.0998,0.0735
8568,4,55000.0,0.0183,[ 0.    6.   18.32 23.55],[1.65 1.3  1.62 1.03],1.1879,0.0993
8569,1,55000.0,0.0253,[0],[1.77],1.5563,0.1678
8570,1,55000.0,0.0861,[0],[1.91],1.9746,0.0653
8571,1,55000.0,0.069,[0],[1.9],1.3404,0.0022
8572,1,55000.0,0.059,[0],[1.4],1.4112,0.0979
8573,1,55000.0,0.1,[0],[1.65],1.9469,0.1234
8574,1,55000.0,0.064,[0],[1.19],1.9248,0.0803
8575,3,55000.0,0.0488,[ 0.    7.36 13.74],[1.37 1.24 1.46],1.0676,0.1162
8576,1,55000.0,0.0074,[0],[1.32],1.4189,0.1342
8577,4,55000.0,0.0754,[ 0.    9.33 21.09 32.26],[1.75 1.3  2.   1.09],1.4657,0.1177
8578,3,55000.0,0.0425,[ 0.    7.85 14.76],[1.48 1.34 1.31],1.4515,0.125
8579,3,55000.0,0.0181,[ 0.   14.23 25.04],[1.58 1.87 1.13],1.6309,0.0617
8580,4,55000.0,0.0358,[ 0.    5.78 13.92 27.11],[1.07 1.3  1.99 1.58],1.5769,0.0411
8581,2,55000.0,0.0584,[ 0.   12.82],[1.72 1.43],1.6158,0.0982
8582,1,55000.0,0.0972,[0],[1.2],1.5377,0.1864
8583,1,55000.0,0.0925,[0],[1.44],1.399,0.1688
8584,1,55000.0,0.0769,[0],[1.61],1.3188,0.0534
8585,1,55000.0,0.0874,[0],[1.53],1.1613,0.0645
8586,1,55000.0,0.0622,[0],[1.77],1.929,0.1357
8587,2,55000.0,0.0326,[ 0.   10.42],[1.52 1.67],1.8384,0.1863
8588,1,55000.0,0.0727,[0],[1.16],1.3726,0.1955
8589,2,55000.0,0.0258,[ 0.  11.7],[1.69 1.98],1.6489,0.1357
8590,1,55000.0,0.0348,[0],[1.68],1.9784,0.0041
8591,3,55000.0,0.0797,[ 0.   10.99 18.13],[1.61 1.9  1.79],1.1997,0.0661
8592,1,55000.0,0.0037,[0],[1.73],1.8102,0.1561
8593,1,55000.0,0.0737,[0],[1.85],1.7165,0.1216
8594,1,55000.0,0.0084,[0],[1.52],1.797,0.0892
8595,1,55000.0,0.0771,[0],[1.48],1.0048,0.1861
8596,1,55000.0,0.0776,[0],[1.84],1.6881,0.1767
8597,2,55000.0,0.0884,[0.   7.57],[1.61 1.73],1.3165,0.1694
8598,3,55000.0,0.0261,[ 0.   13.52 23.49],[1.31 1.17 1.44],1.1848,0.1768
8599,1,55000.0,0.0112,[0],[1.75],1.7445,0.0943
8600,1,55000.0,0.0388,[0],[1.44],1.3958,0.0033
8601,1,55000.0,0.0772,[0],[1.27],1.7715,0.1926
8602,1,55000.0,0.0113,[0],[1.52],1.5988,0.0625
8603,3,55000.0,0.0738,[ 0.    5.71 16.18],[1.61 1.3  1.42],1.4494,0.075
8604,3,55000.0,0.0196,[ 0.   12.57 21.97],[1.35 1.88 1.28],1.104,0.1934
8605,3,55000.0,0.0462,[ 0.    5.32 16.48],[1.73 1.91 1.71],1.4876,0.1731
8606,1,55000.0,0.0279,[0],[1.09],1.0623,0.1518
8607,1,55000.0,0.0158,[0],[1.12],1.2866,0.0038
8608,1,55000.0,0.0323,[0],[1.35],1.2756,0.0542
8609,3,55000.0,0.0759,[ 0.   11.96 23.71],[1.41 1.82 1.76],1.2496,0.0563
8610,1,55000.0,0.0939,[0],[1.59],1.3062,0.0996
8611,1,55000.0,0.0375,[0],[1.36],1.2468,0.1153
8612,4,55000.0,0.0503,[ 0.   10.64 18.38 32.06],[1.55 1.39 1.13 1.8 ],1.3566,0.1704
8613,1,55000.0,0.0896,[0],[1.56],1.17,0.0637
8614,4,55000.0,0.0758,[ 0.   14.82 25.36 31.22],[1.7  1.86 1.26 1.29],1.5218,0.0602
8615,1,55000.0,0.0271,[0],[1.39],1.4695,0.107
8616,4,55000.0,0.0858,[ 0.   11.52 20.07 27.48],[1.65 1.79 1.57 1.25],1.8797,0.1384
8617,2,55000.0,0.0363,[0.  5.8],[1.76 1.03],1.6224,0.0437
8618,2,55000.0,0.0068,[ 0.  14.7],[1.03 1.33],1.1185,0.1521
8619,1,55000.0,0.0969,[0],[1.91],1.2292,0.0978
8620,4,55000.0,0.0038,[ 0.    5.67 13.37 27.76],[1.66 1.96 1.02 1.15],1.3021,0.1949
8621,2,55000.0,0.0379,[ 0.   10.21],[1.58 1.56],1.9395,0.148
8622,1,55000.0,0.0124,[0],[1.4],1.9449,0.1694
8623,4,55000.0,0.0963,[ 0.   13.27 27.72 38.8 ],[1.63 1.98 1.51 1.69],1.8463,0.1012
8624,1,55000.0,0.0474,[0],[1.3],1.3641,0.1966
8625,4,55000.0,0.0955,[ 0.    5.67 18.44 24.9 ],[1.36 1.86 1.88 1.82],1.5215,0.1012
8626,4,55000.0,0.0455,[ 0.   10.16 15.58 22.66],[1.05 1.25 1.92 1.01],1.0848,0.0404
8627,1,55000.0,0.0353,[0],[1.04],1.4193,0.154
8628,4,55000.0,0.0378,[ 0.    6.68 13.56 25.92],[1.87 1.58 1.95 1.9 ],1.7033,0.1034
8629,1,55000.0,0.049,[0],[1.45],1.8911,0.0728
8630,3,55000.0,0.0944,[ 0.    8.88 19.52],[1.78 1.92 1.01],1.0107,0.1665
8631,3,55000.0,0.0172,[ 0.    5.42 18.15],[1.59 1.53 1.61],1.98,0.1369
8632,4,55000.0,0.0725,[ 0.    6.7  15.43 28.77],[1.87 1.19 1.87 1.26],1.5279,0.1113
8633,4,55000.0,0.0715,[ 0.    8.47 16.93 29.08],[1.93 1.11 1.7  1.71],1.9281,0.182
8634,1,55000.0,0.0853,[0],[1.09],1.0084,0.0442
8635,1,55000.0,0.0001,[0],[1.83],1.7109,0.0409
8636,4,55000.0,0.0634,[ 0.    6.93 15.41 20.79],[1.14 1.29 1.87 1.46],1.7545,0.0946
8637,3,55000.0,0.0301,[ 0.   13.29 24.93],[1.49 1.07 1.14],1.5245,0.1402
8638,4,55000.0,0.0314,[ 0.    6.23 14.04 27.01],[1.58 1.66 1.63 1.67],1.0132,0.1027
8639,2,55000.0,0.0528,[0.   5.24],[1.99 1.34],1.2806,0.1713
8640,4,55000.0,0.045,[ 0.   14.27 24.66 38.98],[1.73 1.33 1.04 1.99],1.815,0.0175
8641,2,55000.0,0.0455,[0.   6.31],[1.54 1.19],1.8864,0.0202
8642,4,55000.0,0.0541,[ 0.    8.93 14.56 21.88],[1.06 1.84 1.42 1.42],1.86,0.1451
8643,1,55000.0,0.0036,[0],[1.18],1.2125,0.0127
8644,1,55000.0,0.0144,[0],[1.96],1.9086,0.0867
8645,1,55000.0,0.0833,[0],[1.62],1.6467,0.0192
8646,2,55000.0,0.0313,[ 0.   14.24],[1.25 1.04],1.8564,0.1611
8647,1,55000.0,0.0369,[0],[1.21],1.1904,0.199
8648,4,55000.0,0.0769,[ 0.    8.35 20.84 30.75],[1.07 1.03 1.81 1.02],1.1486,0.1742
8649,4,55000.0,0.0171,[ 0.   10.86 16.71 31.4 ],[1.54 1.02 1.11 1.74],1.0348,0.0915
8650,2,55000.0,0.0024,[ 0.   13.29],[1.3  1.83],1.3335,0.1135
8651,3,55000.0,0.094,[ 0.    5.56 14.87],[1.63 1.93 1.69],1.0872,0.1046
8652,1,55000.0,0.0871,[0],[1.16],1.5368,0.0056
8653,3,55000.0,0.0712,[ 0.   11.63 20.26],[1.22 1.85 1.19],1.0338,0.002
8654,4,55000.0,0.0472,[ 0.    7.18 18.77 31.17],[1.82 1.71 1.93 2.  ],1.5509,0.0227
8655,3,55000.0,0.082,[ 0.    7.44 15.3 ],[1.95 1.68 1.33],1.1852,0.0949
8656,1,55000.0,0.0475,[0],[1.96],1.8072,0.0651
8657,2,55000.0,0.0572,[ 0.  12.7],[1.69 1.51],1.1594,0.1346
8658,1,55000.0,0.0633,[0],[1.05],1.759,0.0254
8659,1,55000.0,0.0209,[0],[1.89],1.1707,0.1663
8660,4,55000.0,0.0323,[ 0.    9.19 15.19 28.77],[1.23 1.94 1.08 1.82],1.4692,0.136
8661,4,55000.0,0.0313,[ 0.   12.77 20.85 26.06],[1.07 1.56 1.17 1.8 ],1.5449,0.1494
8662,2,55000.0,0.0683,[0.   9.08],[1.71 1.21],1.7112,0.1128
8663,4,55000.0,0.0816,[ 0.    6.43 15.16 24.29],[1.8  1.76 1.05 1.65],1.5127,0.1807
8664,3,55000.0,0.0081,[ 0.   13.47 27.41],[1.42 1.95 1.84],1.9442,0.1515
8665,1,55000.0,0.0904,[0],[1.34],1.0842,0.0039
8666,4,55000.0,0.048,[ 0.   11.73 22.41 30.72],[1.81 1.41 1.62 1.84],1.0178,0.1994
8667,4,55000.0,0.0201,[ 0.    6.26 12.92 22.76],[1.05 1.85 1.75 1.76],1.4602,0.1892
8668,2,55000.0,0.005,[ 0.   13.95],[1.13 1.47],1.977,0.0749
8669,4,55000.0,0.0067,[ 0.   12.89 26.46 36.25],[1.19 1.77 1.4  1.54],1.4002,0.1255
8670,2,55000.0,0.0836,[ 0.   14.76],[1.78 1.24],1.3281,0.1688
8671,1,55000.0,0.0047,[0],[2.],1.1127,0.1075
8672,1,55000.0,0.0691,[0],[1.45],1.8755,0.0024
8673,4,55000.0,0.0366,[ 0.    5.93 16.41 26.72],[1.22 1.8  1.08 1.18],1.2249,0.083
8674,1,55000.0,0.0162,[0],[1.99],1.1839,0.1693
8675,4,55000.0,0.0919,[ 0.   11.02 21.24 34.49],[1.4  1.3  1.15 1.88],1.7278,0.0825
8676,1,55000.0,0.0234,[0],[1.48],1.968,0.1986
8677,4,55000.0,0.0163,[ 0.   12.03 18.13 28.46],[1.98 1.48 1.75 1.5 ],1.1106,0.1887
8678,3,55000.0,0.015,[ 0.    7.53 22.16],[1.23 1.25 1.73],1.2863,0.0496
8679,2,55000.0,0.0096,[ 0.   11.98],[1.3  1.09],1.9925,0.0047
8680,3,55000.0,0.0241,[ 0.    9.96 18.06],[1.5  1.13 1.36],1.3495,0.0293
8681,1,55000.0,0.0219,[0],[1.17],1.5327,0.1595
8682,4,55000.0,0.0412,[ 0.    5.02 19.17 33.72],[1.1  1.01 1.96 1.83],1.047,0.088
8683,4,55000.0,0.0095,[ 0.    5.93 16.26 26.79],[1.5  1.89 1.77 1.1 ],1.9477,0.1586
8684,1,55000.0,0.0596,[0],[1.1],1.4587,0.0094
8685,1,55000.0,0.0207,[0],[1.21],1.5999,0.0628
8686,1,55000.0,0.0342,[0],[1.97],1.3186,0.1879
8687,4,55000.0,0.0285,[ 0.   13.08 21.22 28.  ],[1.97 1.06 1.09 1.11],1.3517,0.1373
8688,2,55000.0,0.0226,[ 0.   13.94],[1.52 1.39],1.4332,0.1187
8689,3,55000.0,0.0488,[ 0.   14.09 26.15],[1.43 1.63 1.89],1.48,0.1033
8690,1,55000.0,0.0305,[0],[1.27],1.8979,0.134
8691,3,55000.0,0.0522,[ 0.   10.87 21.54],[1.29 1.05 1.82],1.8854,0.0052
8692,3,55000.0,0.0787,[ 0.   14.58 23.01],[1.19 1.66 1.  ],1.2358,0.1186
8693,3,55000.0,0.0549,[ 0.   8.8 17.6],[1.94 1.08 1.85],1.078,0.1165
8694,1,55000.0,0.01,[0],[1.57],1.0884,0.063
8695,1,55000.0,0.0274,[0],[1.87],1.7558,0.0273
8696,1,55000.0,0.0306,[0],[1.64],1.598,0.1197
8697,1,55000.0,0.0247,[0],[1.26],1.8364,0.0325
8698,1,55000.0,0.0474,[0],[1.45],1.4047,0.0388
8699,1,55000.0,0.0843,[0],[1.1],1.9868,0.1706
8700,3,55000.0,0.0605,[ 0.    5.79 15.5 ],[1.69 1.06 1.75],1.504,0.1205
8701,1,55000.0,0.0179,[0],[1.98],1.476,0.0262
8702,1,55000.0,0.0811,[0],[1.53],1.3175,0.0394
8703,1,55000.0,0.0733,[0],[1.61],1.6778,0.149
8704,1,55000.0,0.0996,[0],[1.19],1.9242,0.1947
8705,4,55000.0,0.0902,[ 0.    9.48 22.83 33.19],[1.23 1.67 1.5  1.67],1.3716,0.0372
8706,1,55000.0,0.0732,[0],[1.2],1.2999,0.0133
8707,3,55000.0,0.0964,[ 0.    5.92 11.  ],[1.15 1.5  1.55],1.3258,0.0534
8708,3,55000.0,0.0965,[ 0.  10.1 24.3],[1.01 1.38 1.94],1.5498,0.1767
8709,1,55000.0,0.0895,[0],[1.46],1.8993,0.1667
8710,1,55000.0,0.0279,[0],[1.34],1.8567,0.0747
8711,1,55000.0,0.034,[0],[1.93],1.1486,0.0528
8712,2,55000.0,0.0635,[0.   9.61],[1.83 1.41],1.3956,0.1809
8713,1,55000.0,0.031,[0],[1.56],1.7302,0.1036
8714,1,55000.0,0.017,[0],[1.77],1.2171,0.182
8715,2,55000.0,0.0769,[ 0.   10.26],[1.2  1.88],1.3567,0.1881
8716,1,55000.0,0.0981,[0],[1.31],1.115,0.1519
8717,1,55000.0,0.0222,[0],[1.94],1.8571,0.0295
8718,1,55000.0,0.0669,[0],[1.93],1.059,0.0452
8719,1,55000.0,0.0302,[0],[1.85],1.0144,0.1767
8720,1,55000.0,0.0172,[0],[1.76],1.3079,0.0385
8721,4,55000.0,0.0548,[ 0.    6.94 14.49 25.03],[1.3  1.29 1.31 1.56],1.0523,0.0311
8722,1,55000.0,0.0585,[0],[1.13],1.9887,0.1077
8723,1,55000.0,0.0978,[0],[1.67],1.8119,0.0449
8724,3,55000.0,0.0282,[ 0.   12.16 18.57],[1.14 1.41 1.13],1.2197,0.0889
8725,1,55000.0,0.0997,[0],[1.72],1.7939,0.1432
8726,4,55000.0,0.0039,[ 0.   10.6  25.49 38.56],[1.88 1.31 1.18 1.97],1.6793,0.1216
8727,1,55000.0,0.0697,[0],[1.01],1.717,0.1139
8728,1,55000.0,0.0891,[0],[1.65],1.3345,0.0235
8729,1,55000.0,0.0137,[0],[1.27],1.2361,0.1976
8730,2,55000.0,0.0928,[0.   5.19],[1.06 1.1 ],1.4012,0.1644
8731,1,55000.0,0.0255,[0],[1.83],1.0734,0.1731
8732,2,55000.0,0.0143,[0.   7.96],[1.75 1.27],1.2268,0.1472
8733,3,55000.0,0.0988,[ 0.   10.77 21.4 ],[1.86 1.63 1.12],1.7744,0.1073
8734,1,55000.0,0.0745,[0],[1.53],1.1735,0.0198
8735,3,55000.0,0.0984,[ 0.    7.18 19.56],[1.45 1.08 1.91],1.2196,0.0162
8736,2,55000.0,0.0483,[0.   8.43],[1.56 1.48],1.2444,0.0662
8737,2,55000.0,0.0391,[ 0.   14.31],[1.13 1.75],1.6302,0.0807
8738,1,55000.0,0.0958,[0],[1.92],1.907,0.1764
8739,3,55000.0,0.0531,[ 0.    6.64 21.33],[1.14 1.25 1.88],1.271,0.1878
8740,1,55000.0,0.0708,[0],[1.87],1.0355,0.0709
8741,1,55000.0,0.0489,[0],[1.47],1.9656,0.0017
8742,2,55000.0,0.0477,[ 0.   10.01],[1.05 1.28],1.0756,0.0598
8743,1,55000.0,0.0712,[0],[1.93],1.9751,0.1059
8744,2,55000.0,0.0289,[0.   6.51],[1.46 1.02],1.8658,0.1271
8745,1,55000.0,0.0753,[0],[1.04],1.0783,0.1354
8746,4,55000.0,0.0585,[ 0.   11.46 24.74 31.23],[1.1  1.77 1.74 1.21],1.9707,0.055
8747,3,55000.0,0.0537,[ 0.  11.4 20.1],[1.41 1.42 1.24],1.1941,0.1588
8748,3,55000.0,0.0552,[ 0.   13.93 21.98],[1.8  1.34 1.23],1.7927,0.1726
8749,1,55000.0,0.082,[0],[1.52],1.376,0.0905
8750,1,55000.0,0.0672,[0],[1.47],1.5492,0.0162
8751,1,55000.0,0.0987,[0],[1.04],1.4865,0.008
8752,1,55000.0,0.0981,[0],[1.51],1.2735,0.0679
8753,2,55000.0,0.0971,[ 0.   12.62],[1.23 1.06],1.5361,0.0006
8754,1,55000.0,0.0609,[0],[1.07],1.1556,0.0152
8755,3,55000.0,0.069,[ 0.    5.94 14.44],[1.89 1.62 1.01],1.0451,0.1613
8756,1,55000.0,0.0907,[0],[1.],1.4719,0.0947
8757,2,55000.0,0.0121,[0.  9.8],[1.19 1.87],1.2807,0.0153
8758,1,55000.0,0.0425,[0],[1.89],1.7156,0.0429
8759,2,55000.0,0.0139,[ 0.   13.05],[1.14 1.58],1.1621,0.154
8760,1,55000.0,0.0754,[0],[1.31],1.6302,0.1385
8761,1,55000.0,0.0629,[0],[1.41],1.62,0.1347
8762,3,55000.0,0.0191,[ 0.    9.66 15.07],[1.   1.51 1.57],1.0693,0.1414
8763,1,55000.0,0.0773,[0],[1.87],1.2485,0.0143
8764,1,55000.0,0.0224,[0],[1.71],1.2694,0.1902
8765,4,55000.0,0.0374,[ 0.   11.95 26.47 38.05],[1.78 1.7  1.5  1.92],1.2048,0.097
8766,1,55000.0,0.0547,[0],[1.76],1.436,0.0765
8767,1,55000.0,0.0517,[0],[2.],1.6915,0.17
8768,1,55000.0,0.0318,[0],[1.09],1.975,0.0504
8769,4,55000.0,0.0505,[ 0.    5.7  16.6  29.85],[1.69 1.54 1.38 1.56],1.466,0.0915
8770,3,55000.0,0.0904,[ 0.    9.97 18.3 ],[1.35 1.21 1.94],1.5922,0.1077
8771,4,55000.0,0.0123,[ 0.   12.61 20.28 33.06],[1.38 1.96 1.11 1.44],1.2185,0.1498
8772,1,55000.0,0.0135,[0],[1.5],1.8724,0.013
